cohort_order	assembly_id	accession	tip_id	biological_host_unit	exact_sequence_class	near_duplicate_class	representative_tip	representative_distance	placement_status	frozen_clade_id	clade_evidence	nearest_neighbor_tips	nearest_neighbor_distance	sampling_partition_k16	sampling_medoid_tip	row_sha256
899	asm-v1-e9c56830b59366ea24bded04	GCF_008634885.1	GCF_008634885.1	exact_assembly_revision:GCF_008634885.1	EX0899	ND0892	GCF_008634885.1	0	AMBIGUOUS_UNROOTED_BACKBONE_OR_UNSUPPORTED		ALTERNATIVE_PARTITIONS_RETAINED_NO_FORCED_CLADE	GCF_002458655.1	0.00164816	L008	GCF_002806795.1	650fe8d67eedbf932e3b9601df7f5d994aee547f4c4f99f4214b996c418fd883
900	asm-v1-a24abc3fa6ed0d7386687287	GCF_004000105.1	GCF_004000105.1	exact_assembly_revision:GCF_004000105.1	EX0900	ND0893	GCF_004000105.1	0	SUPPORTED_FIXED	HC003	MASH_PARAMETER_AND_SEED_STABLE_SPLIT	GCF_002324625.1	0.0105603	L003	GCF_013391275.1	6bdd76cedcbb214bd73ad070d50ca91ee634a7e44a54597c410b134cf9d42578
901	asm-v1-3aa3cc763c0f7b9de43f9784	GCF_002196475.1	GCF_002196475.1	exact_assembly_revision:GCF_002196475.1	EX0901	ND0894	GCF_002196475.1	0	AMBIGUOUS_UNROOTED_BACKBONE_OR_UNSUPPORTED		ALTERNATIVE_PARTITIONS_RETAINED_NO_FORCED_CLADE	GCF_002916665.1	0.00464905	L014	GCF_009880335.1	2d7b28c70e85126be40ec2da949170c20284ea85219f32cd287b365d06580412
902	asm-v1-09ca03ff3cf45162b7475166	GCF_013608265.1	GCF_013608265.1	exact_assembly_revision:GCF_013608265.1	EX0902	ND0895	GCF_013608265.1	0	AMBIGUOUS_UNROOTED_BACKBONE_OR_UNSUPPORTED		ALTERNATIVE_PARTITIONS_RETAINED_NO_FORCED_CLADE	GCF_013608825.1	0.00388479	L011	GCF_009910875.1	3b26088422d3f8c104e229dcc4cebf5ff90d38d4b4b521e65826f51b7dd62dfa
903	asm-v1-24fb48152705c136bc910a68	GCF_009880335.1	GCF_009880335.1	exact_assembly_revision:GCF_009880335.1	EX0903	ND0185	GCF_009880525.1	1.42921e-05	AMBIGUOUS_UNROOTED_BACKBONE_OR_UNSUPPORTED		ALTERNATIVE_PARTITIONS_RETAINED_NO_FORCED_CLADE	GCF_009880525.1	1.42921e-05	L014	GCF_009880335.1	be3195457e09d649bb646418105fce220a1d99d3bcf6c083d26c815809c012be
904	asm-v1-659a54bc51da38f61ad6b548	GCF_002837515.1	GCF_002837515.1	exact_assembly_revision:GCF_002837515.1	EX0904	ND0896	GCF_002837515.1	0	SUPPORTED_FIXED	HC003	MASH_PARAMETER_AND_SEED_STABLE_SPLIT	GCF_000019385.1	0.0069918	L003	GCF_013391275.1	512f9f6cc72170361a18918d2fb6a11f254c7eb59f6c1404aeff068c816a2f23
905	asm-v1-173793a1e3818ca87930a150	GCF_002796445.1	GCF_002796445.1	exact_assembly_revision:GCF_002796445.1	EX0905	ND0897	GCF_002796445.1	0	SUPPORTED_FIXED	HC001	MASH_PARAMETER_AND_SEED_STABLE_SPLIT	GCF_002442365.1	0.0021484	L003	GCF_013391275.1	6363235af40653456bb9a863524d710a174da8d615d875e76999733bd768d329
906	asm-v1-e8c2146c0ecd6b3c336fbc24	GCF_002307525.1	GCF_002307525.1	exact_assembly_revision:GCF_002307525.1	EX0906	ND0898	GCF_002307525.1	0	SUPPORTED_FIXED	HC003	MASH_PARAMETER_AND_SEED_STABLE_SPLIT	GCF_000599645.1	0.00395703	L003	GCF_013391275.1	9225e232d43ece56f4861d0068c0b9447aa0c54992a8385cc1569e15a6b5147e
907	asm-v1-63234fe0e9b2f7976c87ab05	GCF_900479345.1	GCF_900479345.1	exact_assembly_revision:GCF_900479345.1	EX0907	ND0899	GCF_900479345.1	0	AMBIGUOUS_UNROOTED_BACKBONE_OR_UNSUPPORTED		ALTERNATIVE_PARTITIONS_RETAINED_NO_FORCED_CLADE	GCF_001650605.1	0.00486676	L015	GCF_900479345.1	5cee5e6d32dac94adea19d1683c0ffd7858abe7ea80d579124f4ce6f0bdc1b05
908	asm-v1-3bf5d2d27e2c12ae9aa67d19	GCF_003303195.1	GCF_003303195.1	exact_assembly_revision:GCF_003303195.1	EX0908	ND0900	GCF_003303195.1	0	SUPPORTED_FIXED	HC001	MASH_PARAMETER_AND_SEED_STABLE_SPLIT	GCF_000332755.1	0.00429198	L003	GCF_013391275.1	75d02393ddc3b13512fe2900fbdd7c8fe5f67d68eff0c18049993a4f888357a9
909	asm-v1-751aab1413f4dc90475d6700	GCF_000019385.1	GCF_000019385.1	exact_assembly_revision:GCF_000019385.1	EX0909	ND0901	GCF_000019385.1	0	SUPPORTED_FIXED	HC003	MASH_PARAMETER_AND_SEED_STABLE_SPLIT	GCF_900480975.1	0.00468358	L003	GCF_013391275.1	7b7822bd2cda477a03049e6abfa9d37109876145ffd811c8d31249379089fd9c
910	asm-v1-307b01be970d169ba1515e49	GCF_006542965.1	GCF_006542965.1	exact_assembly_revision:GCF_006542965.1	EX0910	ND0902	GCF_006542965.1	0	AMBIGUOUS_UNROOTED_BACKBONE_OR_UNSUPPORTED		ALTERNATIVE_PARTITIONS_RETAINED_NO_FORCED_CLADE	GCF_004569685.1	0.000858333	L010	GCF_003317605.1	fe53c683091e6d321d49b09fb690f077d59e922d6ad0412f679e62e1ec3dbe22
911	asm-v1-3b35dfd4752645a37d3137fd	GCF_001891875.1	GCF_001891875.1	exact_assembly_revision:GCF_001891875.1	EX0911	ND0903	GCF_001891875.1	0	SUPPORTED_FIXED	HC001	MASH_PARAMETER_AND_SEED_STABLE_SPLIT	GCF_018863115.1	0.0104708	L003	GCF_013391275.1	7c55a9ec866ae093247a5c680ecf000cb272b038ccdd9308d73472b4e6388225
912	asm-v1-645f32ead79785ca89decb8c	GCF_900480895.1	GCF_900480895.1	exact_assembly_revision:GCF_900480895.1	EX0912	ND0904	GCF_900480895.1	0	SUPPORTED_FIXED	HC001	MASH_PARAMETER_AND_SEED_STABLE_SPLIT	GCF_020733985.1	0.00588862	L003	GCF_013391275.1	882367e7cbff6e14a3e6708054c028cd20c211cd4b565ca1d3f934bbda08e1fc
913	asm-v1-9a33d2e59508282a60416225	GCF_003288945.1	GCF_003288945.1	exact_assembly_revision:GCF_003288945.1	EX0913	ND0905	GCF_003288945.1	0	AMBIGUOUS_UNROOTED_BACKBONE_OR_UNSUPPORTED		ALTERNATIVE_PARTITIONS_RETAINED_NO_FORCED_CLADE	GCF_004120975.1	0.00187636	L010	GCF_003317605.1	15546071a5f5f33180c65e755e8492957ce2b282a66c2e23dbff4778e42a0496
914	asm-v1-76c4a4ff7fd73061799680bc	GCF_008385475.1	GCF_008385475.1	exact_assembly_revision:GCF_008385475.1	EX0914	ND0906	GCF_008385475.1	0	SUPPORTED_FIXED	HC004	MASH_PARAMETER_AND_SEED_STABLE_SPLIT	GCF_001463405.1	0.00173535	L012	GCF_000807565.1	b141a7dec2fee5db16139433d45fc1b64a581d4735201a577c544c562f68b761
915	asm-v1-8ce343fd92d0c457867c17c0	GCF_002226425.1	GCF_002226425.1	exact_assembly_revision:GCF_002226425.1	EX0915	ND0907	GCF_002226425.1	0	SUPPORTED_FIXED	HC007	MASH_PARAMETER_AND_SEED_STABLE_SPLIT	GCF_000807565.1	0.00162183	L012	GCF_000807565.1	e6f8b5d7aac2d24d7aed121df83e8ace9b6b705ee24dc58f92481cc5f3ea2e6b
916	asm-v1-1d4cecef1b02039c6bf7a740	GCF_000941195.1	GCF_000941195.1	exact_assembly_revision:GCF_000941195.1	EX0916	ND0908	GCF_000941195.1	0	AMBIGUOUS_UNROOTED_BACKBONE_OR_UNSUPPORTED		ALTERNATIVE_PARTITIONS_RETAINED_NO_FORCED_CLADE	GCF_907175735.1	0.0123953	L012	GCF_000807565.1	f8f7b1ad6916f071e2fab1351681ce1ed2c795bfd785b76b0aa84e7dc7c27639
917	asm-v1-c90a9aec03c768770fb0101b	GCF_002786655.1	GCF_002786655.1	exact_assembly_revision:GCF_002786655.1	EX0917	ND0909	GCF_002786655.1	0	AMBIGUOUS_UNROOTED_BACKBONE_OR_UNSUPPORTED		ALTERNATIVE_PARTITIONS_RETAINED_NO_FORCED_CLADE	GCF_001860505.1	0.00377399	L003	GCF_013391275.1	dadea7871e40ece77f6f08d4b1de1b9a4b16fd7fae1539786f85ef2871293354
918	asm-v1-c6516aa3e19d1e5ef65c8188	GCF_900236125.1	GCF_900236125.1	exact_assembly_revision:GCF_900236125.1	EX0918	ND0650	GCF_900236155.1	4.05279e-05	AMBIGUOUS_UNROOTED_BACKBONE_OR_UNSUPPORTED		ALTERNATIVE_PARTITIONS_RETAINED_NO_FORCED_CLADE	GCF_900236155.1	4.05279e-05	L003	GCF_013391275.1	ae39b3b2ceb2b22274a9ec9a06debaa98c7736e7d1cb9b90f5223faad6faf2a9
919	asm-v1-f2fbf2b73ec81d10d9a2bcb6	GCF_002327045.1	GCF_002327045.1	exact_assembly_revision:GCF_002327045.1	EX0919	ND0910	GCF_002327045.1	0	SUPPORTED_FIXED	HC001	MASH_PARAMETER_AND_SEED_STABLE_SPLIT	GCF_002326895.1	0.000136297	L003	GCF_013391275.1	f702a9e5d0ff3165032ecc26cdef17c9500b4440b76f32efa9657601fff190a6
920	asm-v1-c37a1f278d17fb1c9ea1e760	GCF_002230935.1	GCF_002230935.1	exact_assembly_revision:GCF_002230935.1	EX0920	ND0911	GCF_002230935.1	0	SUPPORTED_FIXED	HC001	MASH_PARAMETER_AND_SEED_STABLE_SPLIT	GCF_003018655.1	0.00839192	L003	GCF_013391275.1	afecd762be77ce9540d18c995b4440377c8281c0de3fa00c0a322f8cce19610f
921	asm-v1-fe596fdc6e1f20338365063c	GCF_001286545.1	GCF_001286545.1	exact_assembly_revision:GCF_001286545.1	EX0921	ND0912	GCF_001286545.1	0	SUPPORTED_FIXED	HC001	MASH_PARAMETER_AND_SEED_STABLE_SPLIT	GCF_000447005.2	0.00446186	L003	GCF_013391275.1	92c4d9aac5331720b52ab72d84330f89e8f447c37c062d39d04cb95a9ab0d919
922	asm-v1-e0e047bcab06a66eec38ad3e	GCF_016587155.1	GCF_016587155.1	exact_assembly_revision:GCF_016587155.1	EX0922	ND0913	GCF_016587155.1	0	AMBIGUOUS_UNROOTED_BACKBONE_OR_UNSUPPORTED		ALTERNATIVE_PARTITIONS_RETAINED_NO_FORCED_CLADE	GCF_001942085.1	0.00451781	L004	GCF_015163255.1	0fefb5fc49a6dd1fc7373c7cbdf228c93f1b7881d30a7a6a480aeb7b9865f7ba
923	asm-v1-148b0b83dd9246a872b5a13a	GCF_014863255.1	GCF_014863255.1	exact_assembly_revision:GCF_014863255.1	EX0923	ND0914	GCF_014863255.1	0	AMBIGUOUS_UNROOTED_BACKBONE_OR_UNSUPPORTED		ALTERNATIVE_PARTITIONS_RETAINED_NO_FORCED_CLADE	GCF_014862785.1	0.00115999	L004	GCF_015163255.1	78245b503e7c121c265391334a37a3be42ebbdc0600dd42c6e6253798971ee98
924	asm-v1-4e35c4a5b9354da144b4e9f7	GCF_004523115.1	GCF_004523115.1	exact_assembly_revision:GCF_004523115.1	EX0924	ND0915	GCF_004523115.1	0	SUPPORTED_FIXED	HC001	MASH_PARAMETER_AND_SEED_STABLE_SPLIT	GCF_005395245.1	0.00309773	L003	GCF_013391275.1	61d988b151229aae577c836ba57dcd992f7f1740b1d0ad2b5628c62f2dff2db3
925	asm-v1-7681dcc5f6cc33560492d8a6	GCF_009909875.1	GCF_009909875.1	exact_assembly_revision:GCF_009909875.1	EX0925	ND0916	GCF_009909875.1	0	AMBIGUOUS_UNROOTED_BACKBONE_OR_UNSUPPORTED		ALTERNATIVE_PARTITIONS_RETAINED_NO_FORCED_CLADE	GCF_011077775.1	0.00281299	L004	GCF_015163255.1	ae80bfb1ba1685bd793476e701519dc74d989c42faad02e11a40d34b3111455e
926	asm-v1-e3255627556730cb385c9315	GCF_002458155.1	GCF_002458155.1	exact_assembly_revision:GCF_002458155.1	EX0926	ND0917	GCF_002458155.1	0	SUPPORTED_FIXED	HC001	MASH_PARAMETER_AND_SEED_STABLE_SPLIT	GCF_002770195.1	0.0006388	L003	GCF_013391275.1	9671bef831030515eb11fb99d9cf04fb2e6674b9802e467036f2e96749533096
927	asm-v1-1a7114a558a18f1e55b3b912	GCF_000692515.1	GCF_000692515.1	exact_assembly_revision:GCF_000692515.1	EX0927	ND0918	GCF_000692515.1	0	AMBIGUOUS_UNROOTED_BACKBONE_OR_UNSUPPORTED		ALTERNATIVE_PARTITIONS_RETAINED_NO_FORCED_CLADE	GCF_006542825.1	0.00249129	L016	GCF_000692515.1	9a17c2787d1099e62baaa411a064509c86991089264b39f34bb12ca2eab9496c
928	asm-v1-f14529ca4baf0fd4db70d441	GCF_002465185.1	GCF_002465185.1	exact_assembly_revision:GCF_002465185.1	EX0928	ND0919	GCF_002465185.1	0	AMBIGUOUS_UNROOTED_BACKBONE_OR_UNSUPPORTED		ALTERNATIVE_PARTITIONS_RETAINED_NO_FORCED_CLADE	GCF_000458115.1	0.00651696	L012	GCF_000807565.1	b1606412b8d8022f6a41857cd9998e6848024e45e7209d0e0caa753d87ee6212
929	asm-v1-c1315374c714dbf077c4253a	GCF_004114225.1	GCF_004114225.1	exact_assembly_revision:GCF_004114225.1	EX0929	ND0920	GCF_004114225.1	0	SUPPORTED_FIXED	HC007	MASH_PARAMETER_AND_SEED_STABLE_SPLIT	GCF_004150105.1	0.000441781	L012	GCF_000807565.1	cefb3d39253048861732c877ed648875377321f5222f2b8fe840f261009c1e28
930	asm-v1-53f294075873336b09150453	GCF_002223485.1	GCF_002223485.1	exact_assembly_revision:GCF_002223485.1	EX0930	ND0921	GCF_002223485.1	0	AMBIGUOUS_UNROOTED_BACKBONE_OR_UNSUPPORTED		ALTERNATIVE_PARTITIONS_RETAINED_NO_FORCED_CLADE	GCF_902705595.1	0.0022601	L004	GCF_015163255.1	56785d7b877d6fc3e431bcaa884b835b0ba447e48776506decbc05db2af8510e
931	asm-v1-8cd662e1695d266bb6a08339	GCF_002973135.1	GCF_002973135.1	exact_assembly_revision:GCF_002973135.1	EX0931	ND0922	GCF_002973135.1	0	SUPPORTED_FIXED	HC001	MASH_PARAMETER_AND_SEED_STABLE_SPLIT	GCF_002511355.1	0.00664941	L003	GCF_013391275.1	b4b3c59ac18bd44a8ac6fd88549ebf30b89e8fb5f853302be1b47253ce077cff
932	asm-v1-4b55bd8f484782dde1a6d927	GCF_003307135.1	GCF_003307135.1	exact_assembly_revision:GCF_003307135.1	EX0932	ND0923	GCF_003307135.1	0	SUPPORTED_FIXED	HC002	MASH_PARAMETER_AND_SEED_STABLE_SPLIT	GCF_001753505.1	0.00162709	L008	GCF_002806795.1	a67bd8a794c44440e10753c2cc26049f3894e86d978a9917b50e1a1e71af8a0e
933	asm-v1-88c749fc525ccabf8be61f56	GCF_020216345.1	GCF_020216345.1	exact_assembly_revision:GCF_020216345.1	EX0933	ND0924	GCF_020216345.1	0	AMBIGUOUS_UNROOTED_BACKBONE_OR_UNSUPPORTED		ALTERNATIVE_PARTITIONS_RETAINED_NO_FORCED_CLADE	GCF_020216385.1	0.000718286	L014	GCF_009880335.1	d750cd4771f265426950099e0c06613866aa5cbc7ba67d85d02b5f2d55d6600f
934	asm-v1-aa3b341c87013d923d220567	GCF_905330295.1	GCF_905330295.1	exact_assembly_revision:GCF_905330295.1	EX0934	ND0925	GCF_905330295.1	0	SUPPORTED_FIXED	HC001	MASH_PARAMETER_AND_SEED_STABLE_SPLIT	GCF_009822935.1	0.00443395	L003	GCF_013391275.1	172a12049d462ec3367f3dc56fffc040bad0705133d0956ebdc9b347044055dd
935	asm-v1-4b3c788cf1bd14e50332d416	GCF_003731415.1	GCF_003731415.1	exact_assembly_revision:GCF_003731415.1	EX0935	ND0926	GCF_003731415.1	0	AMBIGUOUS_UNROOTED_BACKBONE_OR_UNSUPPORTED		ALTERNATIVE_PARTITIONS_RETAINED_NO_FORCED_CLADE	GCF_004568995.1	0.00141786	L010	GCF_003317605.1	61530127dd9dbf16fcd2f08a3bfaa510a159dbb2e620113c8183a95377da8397
936	asm-v1-800c2ecb4caf21a6015994d2	GCF_013693985.1	GCF_013693985.1	exact_assembly_revision:GCF_013693985.1	EX0936	ND0927	GCF_013693985.1	0	SUPPORTED_FIXED	HC006	MASH_PARAMETER_AND_SEED_STABLE_SPLIT	GCF_900096855.1	0.000708329	L003	GCF_013391275.1	b33c2c08b155e87bc2cced9d04cd5b53ec71f719b787e67f78303d18a723f84d
937	asm-v1-18daec6e9b30a72b442aa67e	GCF_001284665.1	GCF_001284665.1	exact_assembly_revision:GCF_001284665.1	EX0937	ND0928	GCF_001284665.1	0	SUPPORTED_FIXED	HC001	MASH_PARAMETER_AND_SEED_STABLE_SPLIT	GCF_003982245.1,GCF_003983885.1	0.00624457	L003	GCF_013391275.1	4db43608d973c9b6956c28e9a3de7ecfe8a2a6c612d164d5cf7dc861310f5556
938	asm-v1-0d1caf390ebed06274a7cc2d	GCF_005386325.1	GCF_005386325.1	exact_assembly_revision:GCF_005386325.1	EX0938	ND0929	GCF_005386325.1	0	SUPPORTED_FIXED	HC005	MASH_PARAMETER_AND_SEED_STABLE_SPLIT	GCF_916160245.1	0.00334061	L009	GCF_001520375.1	08f99df965873c6d4949944ab1d66689afd525e578fff970fb317a8444458468
939	asm-v1-dd6ff50e06b1cbb6d4d1a928	GCF_002475235.1	GCF_002475235.1	exact_assembly_revision:GCF_002475235.1	EX0939	ND0930	GCF_002475235.1	0	SUPPORTED_FIXED	HC001	MASH_PARAMETER_AND_SEED_STABLE_SPLIT	GCF_005391445.1	0.00446497	L003	GCF_013391275.1	dadcf47475a241769d6db5b4bb9d7e86dff24a87c6c661539f062082d6250eee
940	asm-v1-ea96b2a2586264be02140831	GCF_020085275.1	GCF_020085275.1	exact_assembly_revision:GCF_020085275.1	EX0940	ND0931	GCF_020085275.1	0	AMBIGUOUS_UNROOTED_BACKBONE_OR_UNSUPPORTED		ALTERNATIVE_PARTITIONS_RETAINED_NO_FORCED_CLADE	GCF_900536365.1	0.00059426	L012	GCF_000807565.1	91aae2a7d178f58b1b3b9d9d69e332f39eae762818a9b37ce362d52c2638c74d
941	asm-v1-ecc5170be5fa5255a8aaa92b	GCF_017312855.1	GCF_017312855.1	exact_assembly_revision:GCF_017312855.1	EX0941	ND0932	GCF_017312855.1	0	SUPPORTED_FIXED	HC001	MASH_PARAMETER_AND_SEED_STABLE_SPLIT	GCF_003322845.1	0.00522262	L003	GCF_013391275.1	c07526d69d57fbf07c8470d57f07bfac8262caec142b88247950cb4eb5cbbece
942	asm-v1-0d636aebecff87ca6586eddd	GCF_000261145.1	GCF_000261145.1	exact_assembly_revision:GCF_000261145.1	EX0942	ND0933	GCF_000261145.1	0	AMBIGUOUS_UNROOTED_BACKBONE_OR_UNSUPPORTED		ALTERNATIVE_PARTITIONS_RETAINED_NO_FORCED_CLADE	GCF_907177095.1	0.00727893	L003	GCF_013391275.1	5d8c71cb7674a1af8c20db4c871cab8b5ff047d5afe8687fc5fc64f686d64551
943	asm-v1-db8c51a048bc161ad2c8126a	GCF_000187285.1	GCF_000187285.1	exact_assembly_revision:GCF_000187285.1	EX0943	ND0934	GCF_000187285.1	0	SUPPORTED_FIXED	HC002	MASH_PARAMETER_AND_SEED_STABLE_SPLIT	GCF_003307135.1	0.00171947	L008	GCF_002806795.1	1372b696cbc37cbbed4fc9fda137af6ca2a4e0a9d248d6e04fef3b97e5c19d4a
944	asm-v1-f16e9863074adec9fd9e7970	GCF_015208575.1	GCF_015208575.1	exact_assembly_revision:GCF_015208575.1	EX0944	ND0935	GCF_015208575.1	0	AMBIGUOUS_UNROOTED_BACKBONE_OR_UNSUPPORTED		ALTERNATIVE_PARTITIONS_RETAINED_NO_FORCED_CLADE	GCF_003830315.1	0.00681806	L003	GCF_013391275.1	d5ebb7e4a464b33b42b16cffc4189adacd776eaf3c27452b02b29eb7ea4034f5
945	asm-v1-c917b36d3215d852b09277e2	GCF_002911435.1	GCF_002911435.1	exact_assembly_revision:GCF_002911435.1	EX0945	ND0936	GCF_002911435.1	0	SUPPORTED_FIXED	HC004	MASH_PARAMETER_AND_SEED_STABLE_SPLIT	GCF_004960345.1	0.000329578	L012	GCF_000807565.1	b4b7a07b53279170c09f1e07cc2890478d054cb69dbb22dabbb81694452d3df0
946	asm-v1-1ee1535ac038f92172b68e0a	GCF_003569985.1	GCF_003569985.1	exact_assembly_revision:GCF_003569985.1	EX0946	ND0937	GCF_003569985.1	0	SUPPORTED_FIXED	HC004	MASH_PARAMETER_AND_SEED_STABLE_SPLIT	GCF_003020885.1	0.00282994	L012	GCF_000807565.1	f487b0011cf3a6f8584cf76b9dd9d511f43e52422f8fdd7f3851e212321b1a94
947	asm-v1-757534165585c8be298900ac	GCF_008033315.1	GCF_008033315.1	exact_assembly_revision:GCF_008033315.1	EX0947	ND0938	GCF_008033315.1	0	SUPPORTED_FIXED	HC006	MASH_PARAMETER_AND_SEED_STABLE_SPLIT	GCF_003172455.1	0.00126265	L003	GCF_013391275.1	6aa20f5559a63df5cab8a2b6a914486b72ccad93c9df6a22771f6ea412b32bde
948	asm-v1-d1328d58048253920bf5c8ff	GCF_004567885.1	GCF_004567885.1	exact_assembly_revision:GCF_004567885.1	EX0948	ND0939	GCF_004567885.1	0	AMBIGUOUS_UNROOTED_BACKBONE_OR_UNSUPPORTED		ALTERNATIVE_PARTITIONS_RETAINED_NO_FORCED_CLADE	GCF_004569685.1	0.000800667	L010	GCF_003317605.1	d4825b0bae81f13d27747beb613d1aa92f2e720a77b3796a8e0d2b88efa53a2f
949	asm-v1-00ec544648551db24fe12115	GCF_019051315.1	GCF_019051315.1	exact_assembly_revision:GCF_019051315.1	EX0949	ND0940	GCF_019051315.1	0	SUPPORTED_FIXED	HC001	MASH_PARAMETER_AND_SEED_STABLE_SPLIT	GCF_019052205.1	0.000276192	L003	GCF_013391275.1	20110464492e58fd31d11c9ddd59c53a101d812f39e7959e7958d2540b1d5410
950	asm-v1-0c0c50c10d82e55e8bfabef2	GCF_010179635.1	GCF_010179635.1	exact_assembly_revision:GCF_010179635.1	EX0950	ND0941	GCF_010179635.1	0	AMBIGUOUS_UNROOTED_BACKBONE_OR_UNSUPPORTED		ALTERNATIVE_PARTITIONS_RETAINED_NO_FORCED_CLADE	GCF_015731485.1	0.00590541	L003	GCF_013391275.1	19f3b27cfac54939af1acf0e1a3506a38c422c9dff4f74538a868f4d8d491c1d
951	asm-v1-1d223382bde59d0ffe35e7e7	GCF_002227065.1	GCF_002227065.1	exact_assembly_revision:GCF_002227065.1	EX0951	ND0942	GCF_002227065.1	0	SUPPORTED_FIXED	HC001	MASH_PARAMETER_AND_SEED_STABLE_SPLIT	GCF_000193995.1	0.00555918	L003	GCF_013391275.1	beb0fb041eefd96d8bc4abbdb66c70c7a912e56f8128696b48870d541b1385c5
952	asm-v1-d36d1b4ad2b73865f4a69a53	GCF_001894075.1	GCF_001894075.1	exact_assembly_revision:GCF_001894075.1	EX0952	ND0943	GCF_001894075.1	0	SUPPORTED_FIXED	HC001	MASH_PARAMETER_AND_SEED_STABLE_SPLIT	GCF_001402805.1	0.00669143	L003	GCF_013391275.1	74a49f879ddd43c1d964201a2252965748cc7492372c8dbb28cc1001db4a0052
953	asm-v1-1cb96fea32c3218cb0e91b74	GCF_002462135.1	GCF_002462135.1	exact_assembly_revision:GCF_002462135.1	EX0953	ND0944	GCF_002462135.1	0	SUPPORTED_FIXED	HC001	MASH_PARAMETER_AND_SEED_STABLE_SPLIT	GCF_015160055.1	0.00168774	L003	GCF_013391275.1	32f6bd76cfe8836bb1d39c526892fee77e4f622ed564288db503a877b2cc3479
954	asm-v1-8cac7760f9117bfc28735edf	GCF_017592925.1	GCF_017592925.1	exact_assembly_revision:GCF_017592925.1	EX0954	ND0945	GCF_017592925.1	0	SUPPORTED_FIXED	HC001	MASH_PARAMETER_AND_SEED_STABLE_SPLIT	GCF_005398765.1	0.00970292	L003	GCF_013391275.1	b06fb64986cc88dfe1d05ffce2b4320d47ecdd27ac2c470d558c798d32845860
955	asm-v1-4fc8c09e6283a6d7d7e9a390	GCF_003014845.1	GCF_003014845.1	exact_assembly_revision:GCF_003014845.1	EX0955	ND0946	GCF_003014845.1	0	AMBIGUOUS_UNROOTED_BACKBONE_OR_UNSUPPORTED		ALTERNATIVE_PARTITIONS_RETAINED_NO_FORCED_CLADE	GCF_013183145.1	0.00301182	L013	GCF_900481955.1	b7cd34729a4a48a6165c9c9c0fbe62b633efa00fea01a31267fc3ec7e0b7c6ad
956	asm-v1-c9554755e36458ede1b3554c	GCF_002244045.1	GCF_002244045.1	exact_assembly_revision:GCF_002244045.1	EX0956	ND0947	GCF_002244045.1	0	AMBIGUOUS_UNROOTED_BACKBONE_OR_UNSUPPORTED		ALTERNATIVE_PARTITIONS_RETAINED_NO_FORCED_CLADE	GCF_015208495.1	0.00294623	L012	GCF_000807565.1	5e7c139bba27bafd382dbbb6c9ace8e5ce5517b8eeeecbb62e3fdb0b05d00c2b
957	asm-v1-647b1e1ad70f27ab922f7196	GCF_005389445.1	GCF_005389445.1	exact_assembly_revision:GCF_005389445.1	EX0957	ND0948	GCF_005389445.1	0	AMBIGUOUS_UNROOTED_BACKBONE_OR_UNSUPPORTED		ALTERNATIVE_PARTITIONS_RETAINED_NO_FORCED_CLADE	GCF_009832985.1	0.00293201	L003	GCF_013391275.1	33ab496e9e46e649de7f95d150656d46c54e829e8c1a417bd36684965586f3cb
958	asm-v1-cd88e8c78d25ce8d899a1b51	GCF_002941565.1	GCF_002941565.1	exact_assembly_revision:GCF_002941565.1	EX0958	ND0949	GCF_002941565.1	0	SUPPORTED_FIXED	HC001	MASH_PARAMETER_AND_SEED_STABLE_SPLIT	GCF_009822305.1	0.0049878	L003	GCF_013391275.1	df4fa587885cbc2d30746be3b9dd2251b74e055285dd07cb78574a9f09996115
959	asm-v1-a7180b00581689c6d5a88a28	GCF_907175735.1	GCF_907175735.1	exact_assembly_revision:GCF_907175735.1	EX0959	ND0950	GCF_907175735.1	0	AMBIGUOUS_UNROOTED_BACKBONE_OR_UNSUPPORTED		ALTERNATIVE_PARTITIONS_RETAINED_NO_FORCED_CLADE	GCF_000941195.1	0.0123953	L012	GCF_000807565.1	52bb20e535ec30b5c315873980ff6701cc7b7fa301517054a1a9723be771f398
960	asm-v1-3faf43aae139fa8ed216347e	GCF_001263015.1	GCF_001263015.1	exact_assembly_revision:GCF_001263015.1	EX0960	ND0951	GCF_001263015.1	0	SUPPORTED_FIXED	HC001	MASH_PARAMETER_AND_SEED_STABLE_SPLIT	GCF_005043025.1	0.000735726	L003	GCF_013391275.1	6b642f3164304e8774ddfa1e56bd9e1c63b33099f1d9363aa1a7d60d115cfb6a
961	asm-v1-26947b8094ffac1ce8e94bc4	GCF_014895175.1	GCF_014895175.1	exact_assembly_revision:GCF_014895175.1	EX0961	ND0952	GCF_014895175.1	0	SUPPORTED_FIXED	HC001	MASH_PARAMETER_AND_SEED_STABLE_SPLIT	GCF_000780535.1	0.00258299	L003	GCF_013391275.1	72a8a40b3f3031cb4e6b7e30f468f3eacd1d87205933e8d895712473b25495aa
962	asm-v1-5a977977da679be2211a0adb	GCF_000332755.1	GCF_000332755.1	exact_assembly_revision:GCF_000332755.1	EX0962	ND0953	GCF_000332755.1	0	SUPPORTED_FIXED	HC001	MASH_PARAMETER_AND_SEED_STABLE_SPLIT	GCF_001515725.1	0.00158241	L003	GCF_013391275.1	3e82ec973c0dae3babca78676344a75b0d4419f12ab9bba083b40eb753c709bb
