genome_accession	accession_no_version	assembly_version	accession_source_line	all_record_count	all_unique_locus_count	all_valid_coordinate_locus_count	all_hit_scaffold_count	all_total_bp_1based_closed	all_total_bp_end_minus_begin	transposable_flag_positive_record_count	transposable_flag_positive_unique_locus_count	transposable_flag_positive_valid_coordinate_locus_count	transposable_flag_positive_hit_scaffold_count	transposable_flag_positive_total_bp_1based_closed	transposable_flag_positive_total_bp_end_minus_begin	taxonomy_assigned_record_count	taxonomy_assigned_unique_locus_count	taxonomy_assigned_valid_coordinate_locus_count	taxonomy_assigned_hit_scaffold_count	taxonomy_assigned_total_bp_1based_closed	taxonomy_assigned_total_bp_end_minus_begin
GCF_900478525.1	GCF_900478525	1	24458	6	6	6	6	115222	115216	0	0	0	0	0	0	5	5	5	5	108989	108984
GCF_900478535.1	GCF_900478535	1	24459	4	4	4	4	60628	60624	0	0	0	0	0	0	3	3	3	3	49785	49782
GCF_900478545.1	GCF_900478545	1	24460	2	2	2	1	83277	83275	0	0	0	0	0	0	2	2	2	1	83277	83275
GCF_900478555.1	GCF_900478555	1	24461	4	4	4	4	139523	139519	0	0	0	0	0	0	4	4	4	4	139523	139519
GCF_900478565.1	GCF_900478565	1	24462	8	8	8	7	153535	153527	0	0	0	0	0	0	7	7	7	6	140547	140540
GCF_900478575.1	GCF_900478575	1	24463	6	6	6	6	281866	281860	0	0	0	0	0	0	6	6	6	6	281866	281860
GCF_900478585.1	GCF_900478585	1	24464	7	7	7	7	136394	136387	3	3	3	3	52812	52809	6	6	6	6	116665	116659
GCF_900478595.1	GCF_900478595	1	24465	10	10	10	9	254938	254928	1	1	1	1	39832	39831	9	9	9	9	241211	241202
GCF_900478605.1	GCF_900478605	1	24466	4	4	4	4	165715	165711	0	0	0	0	0	0	4	4	4	4	165715	165711
GCF_900478615.1	GCF_900478615	1	24467	9	9	9	9	125550	125541	0	0	0	0	0	0	7	7	7	7	105293	105286
GCF_900478625.1	GCF_900478625	1	24468	7	7	7	6	122907	122900	0	0	0	0	0	0	6	6	6	5	98774	98768
GCF_900478635.1	GCF_900478635	1	24469	6	6	6	5	119206	119200	1	1	1	1	43403	43402	6	6	6	5	119206	119200
GCF_900478645.1	GCF_900478645	1	24470	3	3	3	3	122272	122269	0	0	0	0	0	0	3	3	3	3	122272	122269
GCF_900478655.1	GCF_900478655	1	24471	4	4	4	2	165846	165842	0	0	0	0	0	0	4	4	4	2	165846	165842
GCF_900478665.1	GCF_900478665	1	24472	5	5	5	5	163504	163499	0	0	0	0	0	0	5	5	5	5	163504	163499
GCF_900478675.1	GCF_900478675	1	24473	8	8	8	7	188320	188312	0	0	0	0	0	0	7	7	7	6	182410	182403
GCF_900478685.1	GCF_900478685	1	24474	8	8	8	7	272637	272629	0	0	0	0	0	0	6	6	6	5	247435	247429
GCF_900478695.1	GCF_900478695	1	24475	6	6	6	6	208579	208573	0	0	0	0	0	0	6	6	6	6	208579	208573
GCF_900478705.1	GCF_900478705	1	24476	7	7	7	6	118957	118950	0	0	0	0	0	0	7	7	7	6	118957	118950
GCF_900478725.1	GCF_900478725	1	24477	3	3	3	3	99267	99264	0	0	0	0	0	0	3	3	3	3	99267	99264
GCF_900478765.1	GCF_900478765	1	24478	7	7	7	5	249186	249179	0	0	0	0	0	0	6	6	6	4	231714	231708
GCF_900478775.1	GCF_900478775	1	24479	7	7	7	7	221911	221904	0	0	0	0	0	0	7	7	7	7	221911	221904
GCF_900478785.1	GCF_900478785	1	24480	10	10	10	8	266231	266221	2	2	2	1	24094	24092	9	9	9	8	262131	262122
GCF_900478795.1	GCF_900478795	1	24481	1	1	1	1	37116	37115	0	0	0	0	0	0	1	1	1	1	37116	37115
GCF_900478805.1	GCF_900478805	1	24482	7	7	7	6	173923	173916	0	0	0	0	0	0	7	7	7	6	173923	173916
GCF_900478815.1	GCF_900478815	1	24483	3	3	3	3	108114	108111	0	0	0	0	0	0	3	3	3	3	108114	108111
GCF_900478825.1	GCF_900478825	1	24484	8	8	8	6	239274	239266	1	1	1	1	36643	36642	7	7	7	6	235012	235005
GCF_900478835.1	GCF_900478835	1	24485	6	6	6	2	133139	133133	0	0	0	0	0	0	4	4	4	1	96994	96990
GCF_900478845.1	GCF_900478845	1	24486	9	9	9	9	238776	238767	0	0	0	0	0	0	8	8	8	8	213350	213342
GCF_900478855.1	GCF_900478855	1	24487	8	8	8	7	306781	306773	0	0	0	0	0	0	8	8	8	7	306781	306773
GCF_900478865.1	GCF_900478865	1	24488	5	5	5	5	152373	152368	1	1	1	1	40814	40813	5	5	5	5	152373	152368
GCF_900478875.1	GCF_900478875	1	24489	8	8	8	6	291579	291571	1	1	1	1	43741	43740	6	6	6	6	276962	276956
GCF_900478885.1	GCF_900478885	1	24490	5	5	5	4	151881	151876	0	0	0	0	0	0	5	5	5	4	151881	151876
GCF_900478895.1	GCF_900478895	1	24491	12	12	12	10	221325	221313	1	1	1	1	7990	7989	11	11	11	9	213335	213324
GCF_900478905.1	GCF_900478905	1	24492	3	3	3	3	88653	88650	0	0	0	0	0	0	3	3	3	3	88653	88650
GCF_900478915.1	GCF_900478915	1	24493	4	4	4	3	117937	117933	0	0	0	0	0	0	3	3	3	2	113269	113266
GCF_900478925.1	GCF_900478925	1	24494	7	7	7	7	184947	184940	0	0	0	0	0	0	6	6	6	6	160864	160858
GCF_900478935.1	GCF_900478935	1	24495	6	6	6	5	161234	161228	1	1	1	1	24087	24086	6	6	6	5	161234	161228
GCF_900478945.1	GCF_900478945	1	24496	4	4	4	4	73506	73502	0	0	0	0	0	0	4	4	4	4	73506	73502
GCF_900478955.1	GCF_900478955	1	24497	3	3	3	2	68396	68393	0	0	0	0	0	0	2	2	2	2	64298	64296
GCF_900478965.1	GCF_900478965	1	24498	5	5	5	4	168567	168562	1	1	1	1	43188	43187	5	5	5	4	168567	168562
GCF_900478975.1	GCF_900478975	1	24499	7	7	7	6	189187	189180	0	0	0	0	0	0	7	7	7	6	189187	189180
GCF_900478985.1	GCF_900478985	1	24500	11	11	11	10	221495	221484	3	3	3	3	33380	33377	8	8	8	7	191480	191472
GCF_900478995.1	GCF_900478995	1	24501	8	8	8	6	288410	288402	0	0	0	0	0	0	8	8	8	6	288410	288402
GCF_900479005.1	GCF_900479005	1	24502	10	10	10	9	329336	329326	1	1	1	1	41738	41737	9	9	9	8	318575	318566
GCF_900479015.1	GCF_900479015	1	24503	4	4	4	3	117103	117099	0	0	0	0	0	0	3	3	3	3	105421	105418
GCF_900479025.1	GCF_900479025	1	24504	5	5	5	4	169130	169125	0	0	0	0	0	0	5	5	5	4	169130	169125
GCF_900479035.1	GCF_900479035	1	24505	7	7	7	4	222639	222632	0	0	0	0	0	0	6	6	6	4	208852	208846
GCF_900479045.1	GCF_900479045	1	24506	4	4	4	4	128756	128752	1	1	1	1	42854	42853	3	3	3	3	114923	114920
GCF_900479055.1	GCF_900479055	1	24507	6	6	6	5	173254	173248	0	0	0	0	0	0	5	5	5	4	162090	162085
GCF_900479065.1	GCF_900479065	1	24508	4	4	4	4	133131	133127	2	2	2	2	81030	81028	3	3	3	3	119298	119295
GCF_900479075.1	GCF_900479075	1	24509	10	10	10	7	182260	182250	1	1	1	1	7990	7989	9	9	9	7	174270	174261
GCF_900479085.1	GCF_900479085	1	24510	8	8	8	7	137342	137334	2	2	2	2	49677	49675	6	6	6	6	121478	121472
GCF_900479095.1	GCF_900479095	1	24511	7	7	7	7	182784	182777	0	0	0	0	0	0	7	7	7	7	182784	182777
GCF_900479105.1	GCF_900479105	1	24512	2	2	2	2	76784	76782	0	0	0	0	0	0	2	2	2	2	76784	76782
GCF_900479115.1	GCF_900479115	1	24513	5	5	5	5	93184	93179	0	0	0	0	0	0	5	5	5	5	93184	93179
GCF_900479125.1	GCF_900479125	1	24514	5	5	5	5	120569	120564	0	0	0	0	0	0	5	5	5	5	120569	120564
GCF_900479135.1	GCF_900479135	1	24515	7	7	7	6	167359	167352	0	0	0	0	0	0	7	7	7	6	167359	167352
GCF_900479145.1	GCF_900479145	1	24516	9	9	9	9	226475	226466	1	1	1	1	31695	31694	8	8	8	8	215518	215510
GCF_900479155.1	GCF_900479155	1	24517	10	10	10	10	234261	234251	0	0	0	0	0	0	8	8	8	8	214820	214812
GCF_900479165.1	GCF_900479165	1	24518	9	9	9	9	188611	188602	0	0	0	0	0	0	8	8	8	8	165103	165095
GCF_900479175.1	GCF_900479175	1	24519	4	4	4	4	71458	71454	0	0	0	0	0	0	4	4	4	4	71458	71454
GCF_900479185.1	GCF_900479185	1	24520	7	7	7	6	163733	163726	0	0	0	0	0	0	7	7	7	6	163733	163726
GCF_900479195.1	GCF_900479195	1	24521	6	6	6	3	137121	137115	1	1	1	1	15169	15168	6	6	6	3	137121	137115
GCF_900479205.1	GCF_900479205	1	24522	12	12	12	11	277979	277967	0	0	0	0	0	0	10	10	10	9	253807	253797
GCF_900479215.1	GCF_900479215	1	24523	9	9	9	8	214151	214142	0	0	0	0	0	0	9	9	9	8	214151	214142
GCF_900479225.1	GCF_900479225	1	24524	5	5	5	5	158018	158013	1	1	1	1	39814	39813	5	5	5	5	158018	158013
GCF_900479235.1	GCF_900479235	1	24525	6	6	6	6	255944	255938	2	2	2	2	104761	104759	6	6	6	6	255944	255938
GCF_900479245.1	GCF_900479245	1	24526	5	5	5	5	122009	122004	0	0	0	0	0	0	5	5	5	5	122009	122004
GCF_900479255.1	GCF_900479255	1	24527	5	5	5	3	165422	165417	0	0	0	0	0	0	4	4	4	3	144738	144734
GCF_900479265.1	GCF_900479265	1	24528	4	4	4	4	142200	142196	1	1	1	1	48841	48840	4	4	4	4	142200	142196
GCF_900479275.1	GCF_900479275	1	24529	11	11	11	10	172823	172812	0	0	0	0	0	0	10	10	10	9	166148	166138
GCF_900479285.1	GCF_900479285	1	24530	8	8	8	7	123571	123563	2	2	2	2	51846	51844	6	6	6	5	105193	105187
GCF_900479295.1	GCF_900479295	1	24531	4	4	4	4	75036	75032	0	0	0	0	0	0	4	4	4	4	75036	75032
GCF_900479305.1	GCF_900479305	1	24532	5	5	5	4	161927	161922	0	0	0	0	0	0	5	5	5	4	161927	161922
GCF_900479315.1	GCF_900479315	1	24533	7	7	7	5	171122	171115	1	1	1	1	50974	50973	6	6	6	5	169119	169113
GCF_900479325.1	GCF_900479325	1	24534	7	7	7	7	283600	283593	1	1	1	1	49600	49599	7	7	7	7	283600	283593
GCF_900479335.1	GCF_900479335	1	24535	5	5	5	5	173346	173341	0	0	0	0	0	0	5	5	5	5	173346	173341
GCF_900479345.1	GCF_900479345	1	24536	13	13	13	12	293101	293088	0	0	0	0	0	0	10	10	10	9	272621	272611
GCF_900479355.1	GCF_900479355	1	24537	8	8	8	8	141992	141984	0	0	0	0	0	0	5	5	5	5	113400	113395
GCF_900479365.1	GCF_900479365	1	24538	8	8	8	6	124702	124694	1	1	1	1	7854	7853	6	6	6	5	97190	97184
GCF_900479375.1	GCF_900479375	1	24539	11	11	11	11	299454	299443	0	0	0	0	0	0	9	9	9	9	274828	274819
GCF_900479385.1	GCF_900479385	1	24540	8	8	8	5	292442	292434	0	0	0	0	0	0	7	7	7	4	277925	277918
GCF_900479395.1	GCF_900479395	1	24541	5	5	5	5	127477	127472	0	0	0	0	0	0	3	3	3	3	91153	91150
GCF_900479405.1	GCF_900479405	1	24542	9	9	9	9	165311	165302	0	0	0	0	0	0	7	7	7	7	155742	155735
GCF_900479415.1	GCF_900479415	1	24543	9	9	9	6	167816	167807	0	0	0	0	0	0	6	6	6	5	149406	149400
GCF_900479425.1	GCF_900479425	1	24544	10	10	10	9	197515	197505	0	0	0	0	0	0	10	10	10	9	197515	197505
GCF_900479435.1	GCF_900479435	1	24545	6	6	6	6	234148	234142	2	2	2	2	84205	84203	6	6	6	6	234148	234142
GCF_900479445.1	GCF_900479445	1	24546	4	4	4	4	75036	75032	1	1	1	1	20890	20889	4	4	4	4	75036	75032
GCF_900479455.1	GCF_900479455	1	24547	6	6	6	5	102941	102935	0	0	0	0	0	0	5	5	5	4	92098	92093
GCF_900479465.1	GCF_900479465	1	24548	6	6	6	5	104154	104148	1	1	1	1	24746	24745	6	6	6	5	104154	104148
GCF_900479475.1	GCF_900479475	1	24549	5	5	5	3	136107	136102	1	1	1	1	13178	13177	4	4	4	2	115751	115747
GCF_900479485.1	GCF_900479485	1	24550	7	7	7	7	140389	140382	0	0	0	0	0	0	7	7	7	7	140389	140382
GCF_900479495.1	GCF_900479495	1	24551	6	6	6	5	174248	174242	1	1	1	1	10453	10452	5	5	5	4	162721	162716
GCF_900479505.1	GCF_900479505	1	24552	3	3	3	3	43644	43641	1	1	1	1	20890	20889	3	3	3	3	43644	43641
GCF_900479515.1	GCF_900479515	1	24553	11	11	11	9	351631	351620	1	1	1	1	49303	49302	11	11	11	9	351631	351620
GCF_900479525.1	GCF_900479525	1	24554	5	5	5	4	152655	152650	1	1	1	1	21720	21719	5	5	5	4	152655	152650
GCF_900479535.1	GCF_900479535	1	24555	9	9	9	6	183342	183333	1	1	1	1	13237	13236	7	7	7	5	159114	159107
GCF_900479545.1	GCF_900479545	1	24556	14	14	14	12	362214	362200	0	0	0	0	0	0	12	12	12	10	344341	344329
GCF_900479555.1	GCF_900479555	1	24557	6	6	6	5	120697	120691	0	0	0	0	0	0	4	4	4	4	90717	90713
GCF_900479565.1	GCF_900479565	1	24558	3	3	3	3	90481	90478	1	1	1	1	16145	16144	3	3	3	3	90481	90478
GCF_900479575.1	GCF_900479575	1	24559	9	9	9	8	183262	183253	0	0	0	0	0	0	8	8	8	7	177787	177779
GCF_900479585.1	GCF_900479585	1	24560	3	3	3	3	71571	71568	0	0	0	0	0	0	3	3	3	3	71571	71568
GCF_900479595.1	GCF_900479595	1	24561	9	9	9	8	288061	288052	1	1	1	1	13474	13473	8	8	8	7	274587	274579
GCF_900479605.1	GCF_900479605	1	24562	11	11	11	10	334962	334951	1	1	1	1	13474	13473	10	10	10	9	321488	321478
GCF_900479615.1	GCF_900479615	1	24563	5	5	5	5	128425	128420	2	2	2	2	53765	53763	5	5	5	5	128425	128420
GCF_900479625.1	GCF_900479625	1	24564	4	4	4	4	107674	107670	0	0	0	0	0	0	4	4	4	4	107674	107670
GCF_900479635.1	GCF_900479635	1	24565	4	4	4	4	105402	105398	0	0	0	0	0	0	3	3	3	3	99054	99051
GCF_900479645.1	GCF_900479645	1	24566	7	7	7	6	151517	151510	2	2	2	2	38393	38391	6	6	6	5	134599	134593
GCF_900479655.1	GCF_900479655	1	24567	8	8	8	7	262758	262750	0	0	0	0	0	0	7	7	7	6	252346	252339
GCF_900479665.1	GCF_900479665	1	24568	6	6	6	6	99898	99892	2	2	2	2	29149	29147	2	2	2	2	42856	42854
GCF_900479675.1	GCF_900479675	1	24569	5	5	5	5	85753	85748	1	1	1	1	15003	15002	2	2	2	2	42856	42854
GCF_900479685.1	GCF_900479685	1	24570	2	2	2	2	60943	60941	0	0	0	0	0	0	2	2	2	2	60943	60941
GCF_900479695.1	GCF_900479695	1	24571	8	8	8	8	216095	216087	2	2	2	2	93003	93001	6	6	6	6	204044	204038
GCF_900479705.1	GCF_900479705	1	24572	5	5	5	5	141085	141080	1	1	1	1	39240	39239	4	4	4	4	131467	131463
GCF_900479715.1	GCF_900479715	1	24573	8	8	8	7	200274	200266	0	0	0	0	0	0	8	8	8	7	200274	200266
GCF_900479725.1	GCF_900479725	1	24574	5	5	5	5	86820	86815	0	0	0	0	0	0	3	3	3	3	69936	69933
GCF_900479735.1	GCF_900479735	1	24575	8	8	8	8	177057	177049	0	0	0	0	0	0	7	7	7	7	170586	170579
GCF_900479745.1	GCF_900479745	1	24576	9	9	9	8	164762	164753	0	0	0	0	0	0	8	8	8	7	161944	161936
GCF_900479755.1	GCF_900479755	1	24577	9	9	9	8	200971	200962	1	1	1	1	15105	15104	8	8	8	7	195496	195488
GCF_900479765.1	GCF_900479765	1	24578	10	10	10	8	309453	309443	2	2	2	2	35646	35644	9	9	9	7	302862	302853
GCF_900479775.1	GCF_900479775	1	24579	9	9	9	7	287606	287597	0	0	0	0	0	0	7	7	7	5	257719	257712
GCF_900479785.1	GCF_900479785	1	24580	11	11	11	9	357783	357772	1	1	1	1	16016	16015	11	11	11	9	357783	357772
GCF_900479795.1	GCF_900479795	1	24581	9	9	9	7	322613	322604	0	0	0	0	0	0	8	8	8	6	312201	312193
GCF_900479805.1	GCF_900479805	1	24582	6	6	6	6	144403	144397	0	0	0	0	0	0	5	5	5	5	130848	130843
GCF_900479815.1	GCF_900479815	1	24583	9	9	9	9	250801	250792	0	0	0	0	0	0	7	7	7	7	231153	231146
GCF_900479825.1	GCF_900479825	1	24584	6	6	6	6	237483	237477	2	2	2	2	83982	83980	6	6	6	6	237483	237477
GCF_900479835.1	GCF_900479835	1	24585	7	7	7	6	195539	195532	0	0	0	0	0	0	6	6	6	5	188771	188765
GCF_900479845.1	GCF_900479845	1	24586	13	13	13	12	229722	229709	0	0	0	0	0	0	12	12	12	12	220901	220889
GCF_900479855.1	GCF_900479855	1	24587	8	8	8	8	105350	105342	1	1	1	1	12433	12432	5	5	5	5	81905	81900
GCF_900479865.1	GCF_900479865	1	24588	12	12	12	11	206513	206501	1	1	1	1	8967	8966	11	11	11	11	197692	197681
GCF_900479875.1	GCF_900479875	1	24589	6	6	6	6	254925	254919	2	2	2	2	103780	103778	6	6	6	6	254925	254919
GCF_900479885.1	GCF_900479885	1	24590	4	4	4	4	137242	137238	0	0	0	0	0	0	4	4	4	4	137242	137238
GCF_900479895.1	GCF_900479895	1	24591	8	8	8	6	146077	146069	0	0	0	0	0	0	6	6	6	4	134360	134354
GCF_900479905.1	GCF_900479905	1	24592	2	2	2	2	60392	60390	0	0	0	0	0	0	2	2	2	2	60392	60390
GCF_900479915.1	GCF_900479915	1	24593	9	9	9	8	300412	300403	1	1	1	1	15169	15168	9	9	9	8	300412	300403
GCF_900479925.1	GCF_900479925	1	24594	6	6	6	6	259257	259251	2	2	2	2	104761	104759	6	6	6	6	259257	259251
GCF_900479935.1	GCF_900479935	1	24595	4	4	4	4	86938	86934	0	0	0	0	0	0	4	4	4	4	86938	86934
GCF_900479945.1	GCF_900479945	1	24596	9	9	9	9	191950	191941	0	0	0	0	0	0	8	8	8	8	178755	178747
GCF_900479955.1	GCF_900479955	1	24597	5	5	5	4	145799	145794	1	1	1	1	45486	45485	5	5	5	4	145799	145794
GCF_900479965.1	GCF_900479965	1	24598	8	8	8	7	138940	138932	0	0	0	0	0	0	7	7	7	6	135858	135851
GCF_900479975.1	GCF_900479975	1	24599	10	10	10	10	292130	292120	2	2	2	2	74639	74637	9	9	9	9	287069	287060
GCF_900479985.1	GCF_900479985	1	24600	8	8	8	8	255622	255614	1	1	1	1	13282	13281	6	6	6	6	211594	211588
GCF_900479995.1	GCF_900479995	1	24601	8	8	8	5	267811	267803	1	1	1	1	43639	43638	8	8	8	5	267811	267803
GCF_900480005.1	GCF_900480005	1	24602	6	6	6	6	64992	64986	0	0	0	0	0	0	3	3	3	3	33552	33549
GCF_900480015.1	GCF_900480015	1	24603	6	6	6	6	122057	122051	1	1	1	1	21628	21627	5	5	5	5	117210	117205
GCF_900480055.1	GCF_900480055	1	24604	11	11	11	9	289749	289738	0	0	0	0	0	0	9	9	9	8	265495	265486
GCF_900480065.1	GCF_900480065	1	24605	3	3	3	3	60440	60437	0	0	0	0	0	0	3	3	3	3	60440	60437
GCF_900480075.1	GCF_900480075	1	24606	3	3	3	3	171385	171382	0	0	0	0	0	0	3	3	3	3	171385	171382
GCF_900480085.1	GCF_900480085	1	24607	6	6	6	5	128851	128845	1	1	1	1	16466	16465	6	6	6	5	128851	128845
GCF_900480095.1	GCF_900480095	1	24608	4	4	4	4	108962	108958	0	0	0	0	0	0	3	3	3	3	97153	97150
GCF_900480105.1	GCF_900480105	1	24609	3	3	3	3	97256	97253	0	0	0	0	0	0	3	3	3	3	97256	97253
GCF_900480115.1	GCF_900480115	1	24610	6	6	6	6	183840	183834	1	1	1	1	36236	36235	6	6	6	6	183840	183834
GCF_900480125.1	GCF_900480125	1	24611	5	5	5	5	171314	171309	0	0	0	0	0	0	5	5	5	5	171314	171309
GCF_900480135.1	GCF_900480135	1	24612	7	7	7	5	94687	94680	1	1	1	1	14616	14615	5	5	5	3	75973	75968
GCF_900480145.1	GCF_900480145	1	24613	11	11	11	10	247546	247535	0	0	0	0	0	0	10	10	10	9	229555	229545
GCF_900480155.1	GCF_900480155	1	24614	8	8	8	6	204055	204047	0	0	0	0	0	0	8	8	8	6	204055	204047
GCF_900480165.1	GCF_900480165	1	24615	8	8	8	5	168675	168667	0	0	0	0	0	0	4	4	4	4	139108	139104
GCF_900480175.1	GCF_900480175	1	24616	7	7	7	6	143042	143035	0	0	0	0	0	0	7	7	7	6	143042	143035
GCF_900480185.1	GCF_900480185	1	24617	3	3	3	3	87100	87097	0	0	0	0	0	0	2	2	2	2	75553	75551
GCF_900480195.1	GCF_900480195	1	24618	11	11	11	11	196087	196076	0	0	0	0	0	0	7	7	7	7	152192	152185
GCF_900480205.1	GCF_900480205	1	24619	5	5	5	5	63208	63203	0	0	0	0	0	0	3	3	3	3	37410	37407
GCF_900480215.1	GCF_900480215	1	24620	4	4	4	4	158051	158047	1	1	1	1	41464	41463	4	4	4	4	158051	158047
GCF_900480225.1	GCF_900480225	1	24621	8	8	8	8	190854	190846	1	1	1	1	35860	35859	7	7	7	7	173843	173836
GCF_900480235.1	GCF_900480235	1	24622	5	5	5	4	157937	157932	1	1	1	1	19256	19255	4	4	4	3	135692	135688
GCF_900480245.1	GCF_900480245	1	24623	4	4	4	4	57483	57479	0	0	0	0	0	0	3	3	3	3	47165	47162
GCF_900480255.1	GCF_900480255	1	24624	10	10	10	9	291323	291313	2	2	2	2	35566	35564	9	9	9	8	278335	278326
GCF_900480265.1	GCF_900480265	1	24625	5	5	5	5	88178	88173	0	0	0	0	0	0	5	5	5	5	88178	88173
GCF_900480275.1	GCF_900480275	1	24626	5	5	5	5	138348	138343	0	0	0	0	0	0	4	4	4	4	126539	126535
GCF_900480285.1	GCF_900480285	1	24627	7	7	7	6	179154	179147	0	0	0	0	0	0	6	6	6	5	171970	171964
GCF_900480295.1	GCF_900480295	1	24628	8	8	8	6	214080	214072	1	1	1	1	27690	27689	7	7	7	6	187425	187418
GCF_900480305.1	GCF_900480305	1	24629	5	5	5	5	244419	244414	0	0	0	0	0	0	5	5	5	5	244419	244414
GCF_900480315.1	GCF_900480315	1	24630	6	6	6	4	182251	182245	0	0	0	0	0	0	4	4	4	3	157082	157078
GCF_900480325.1	GCF_900480325	1	24631	7	7	7	6	231868	231861	2	2	2	2	116378	116376	7	7	7	6	231868	231861
GCF_900480335.1	GCF_900480335	1	24632	3	3	3	2	121724	121721	0	0	0	0	0	0	3	3	3	2	121724	121721
GCF_900480345.1	GCF_900480345	1	24633	5	5	5	5	182399	182394	4	4	4	4	136278	136274	5	5	5	5	182399	182394
GCF_900480355.1	GCF_900480355	1	24634	6	6	6	5	167421	167415	0	0	0	0	0	0	6	6	6	5	167421	167415
GCF_900480365.1	GCF_900480365	1	24635	6	6	6	6	169856	169850	0	0	0	0	0	0	6	6	6	6	169856	169850
GCF_900480375.1	GCF_900480375	1	24636	5	5	5	5	129050	129045	0	0	0	0	0	0	4	4	4	4	123140	123136
GCF_900480385.1	GCF_900480385	1	24637	11	11	11	9	336132	336121	0	0	0	0	0	0	11	11	11	9	336132	336121
GCF_900480395.1	GCF_900480395	1	24638	4	4	4	4	98493	98489	0	0	0	0	0	0	4	4	4	4	98493	98489
GCF_900480405.1	GCF_900480405	1	24639	5	5	5	5	165999	165994	0	0	0	0	0	0	5	5	5	5	165999	165994
GCF_900480415.1	GCF_900480415	1	24640	4	4	4	4	158051	158047	1	1	1	1	41464	41463	4	4	4	4	158051	158047
GCF_900480425.1	GCF_900480425	1	24641	4	4	4	4	156174	156170	1	1	1	1	8668	8667	4	4	4	4	156174	156170
GCF_900480435.1	GCF_900480435	1	24642	12	12	12	9	373072	373060	0	0	0	0	0	0	11	11	11	9	363770	363759
GCF_900480445.1	GCF_900480445	1	24643	4	4	4	4	158051	158047	1	1	1	1	41464	41463	4	4	4	4	158051	158047
GCF_900480455.1	GCF_900480455	1	24644	6	6	6	6	121559	121553	1	1	1	1	9002	9001	5	5	5	5	115674	115669
GCF_900480465.1	GCF_900480465	1	24645	8	8	8	6	113814	113806	0	0	0	0	0	0	6	6	6	4	97159	97153
GCF_900480475.1	GCF_900480475	1	24646	6	6	6	5	145836	145830	1	1	1	1	33354	33353	6	6	6	5	145836	145830
GCF_900480485.1	GCF_900480485	1	24647	5	5	5	5	115445	115440	1	1	1	1	15164	15163	5	5	5	5	115445	115440
GCF_900480495.1	GCF_900480495	1	24648	8	8	8	6	261811	261803	2	2	2	2	61018	61016	8	8	8	6	261811	261803
GCF_900480505.1	GCF_900480505	1	24649	5	5	5	4	70501	70496	1	1	1	1	10222	10221	4	4	4	3	60279	60275
GCF_900480515.1	GCF_900480515	1	24650	5	5	5	3	108584	108579	1	1	1	1	21505	21504	5	5	5	3	108584	108579
GCF_900480525.1	GCF_900480525	1	24651	9	9	9	8	297051	297042	0	0	0	0	0	0	8	8	8	7	285057	285049
GCF_900480535.1	GCF_900480535	1	24652	5	5	5	4	89031	89026	0	0	0	0	0	0	5	5	5	4	89031	89026
GCF_900480545.1	GCF_900480545	1	24653	8	8	8	5	228729	228721	1	1	1	1	92525	92524	5	5	5	3	209090	209085
GCF_900480555.1	GCF_900480555	1	24654	6	6	6	6	240025	240019	1	1	1	1	93109	93108	6	6	6	6	240025	240019
GCF_900480565.1	GCF_900480565	1	24655	4	4	4	4	95879	95875	0	0	0	0	0	0	4	4	4	4	95879	95875
GCF_900480575.1	GCF_900480575	1	24656	1	1	1	1	51008	51007	0	0	0	0	0	0	1	1	1	1	51008	51007
GCF_900480585.1	GCF_900480585	1	24657	6	6	6	5	212793	212787	1	1	1	1	49624	49623	6	6	6	5	212793	212787
GCF_900480595.1	GCF_900480595	1	24658	3	3	3	3	72839	72836	0	0	0	0	0	0	3	3	3	3	72839	72836
GCF_900480605.1	GCF_900480605	1	24659	3	3	3	2	59648	59645	0	0	0	0	0	0	3	3	3	2	59648	59645
GCF_900480615.1	GCF_900480615	1	24660	11	11	11	9	292977	292966	0	0	0	0	0	0	9	9	9	7	274895	274886
GCF_900480625.1	GCF_900480625	1	24661	6	6	6	6	124180	124174	1	1	1	1	41190	41189	5	5	5	5	118295	118290
GCF_900480635.1	GCF_900480635	1	24662	6	6	6	6	191640	191634	0	0	0	0	0	0	6	6	6	6	191640	191634
GCF_900480645.1	GCF_900480645	1	24663	5	5	5	5	154415	154410	0	0	0	0	0	0	5	5	5	5	154415	154410
GCF_900480655.1	GCF_900480655	1	24664	3	3	3	3	25062	25059	0	0	0	0	0	0	2	2	2	2	20281	20279
GCF_900480665.1	GCF_900480665	1	24665	5	5	5	5	150605	150600	0	0	0	0	0	0	5	5	5	5	150605	150600
GCF_900480675.1	GCF_900480675	1	24666	11	11	11	9	294135	294124	1	1	1	1	95396	95395	9	9	9	7	276053	276044
GCF_900480685.1	GCF_900480685	1	24667	11	11	11	11	252091	252080	0	0	0	0	0	0	9	9	9	9	238590	238581
GCF_900480695.1	GCF_900480695	1	24668	4	4	4	3	31763	31759	0	0	0	0	0	0	3	3	3	2	27180	27177
GCF_900480705.1	GCF_900480705	1	24669	3	3	3	2	87123	87120	0	0	0	0	0	0	3	3	3	2	87123	87120
GCF_900480715.1	GCF_900480715	1	24670	4	4	4	4	74323	74319	0	0	0	0	0	0	4	4	4	4	74323	74319
GCF_900480725.1	GCF_900480725	1	24671	3	3	3	3	73677	73674	0	0	0	0	0	0	3	3	3	3	73677	73674
